City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
477,Kabanjahe,ID,3.1001,98.4908,67.91,87,100,1.21,overcast clouds
478,Opunake,NZ,-39.4556,173.8583,70.84,78,40,20.8,scattered clouds
479,Aswan,EG,24.0934,32.907,66.11,30,17,11.81,few clouds
480,Anjozorobe,MG,-18.4,47.8667,62.6,91,100,10.98,overcast clouds
481,Pozoblanco,ES,38.3791,-4.8483,38.12,79,0,4.47,clear sky
482,Rosarito,MX,32.3333,-117.0333,61.41,68,0,9.66,clear sky
483,Kenai,US,60.5544,-151.2583,47.03,34,0,8.05,clear sky
484,Geraldton,AU,-28.7667,114.6,82.81,23,100,20.71,overcast clouds
485,Vila Velha,BR,-20.3297,-40.2925,73.94,82,0,3.44,clear sky
486,Pacific Grove,US,36.6177,-121.9166,57.65,76,1,13.0,clear sky
487,Vangaindrano,MG,-23.35,47.6,72.66,91,49,4.88,light rain
488,Bumba,CD,2.1833,22.4667,70.05,93,100,1.16,light rain
489,Karratha,AU,-20.7377,116.8463,91.99,25,3,17.69,clear sky
490,Araioses,BR,-2.89,-41.9031,75.16,94,69,6.02,broken clouds
491,Dubuque,US,42.4833,-90.8668,48.02,83,100,10.36,mist
492,Sarangani,PH,5.4033,125.4636,82.9,78,100,13.09,overcast clouds
493,Pundaguitan,PH,6.3711,126.1689,82.76,77,100,9.4,overcast clouds
494,Kudat,MY,6.8837,116.8477,84.13,84,20,3.44,few clouds
495,Naze,JP,28.3667,129.4833,76.12,83,100,20.69,overcast clouds
496,Mwinilunga,ZM,-11.7358,24.4293,60.89,96,98,3.87,overcast clouds
497,Carahue,CL,-38.7,-73.1667,47.48,77,100,2.39,overcast clouds
498,Pandan,PH,14.0453,124.1694,85.39,72,31,7.4,scattered clouds
499,Piney Green,US,34.716,-77.3202,55.89,75,0,9.22,clear sky
500,Mizdah,LY,31.4451,12.9801,67.98,19,82,9.55,broken clouds
501,Itarema,BR,-2.9248,-39.9167,77.13,89,18,7.58,few clouds
502,Egvekinot,RU,66.3167,-179.1667,25.52,86,99,2.24,overcast clouds
503,Boguchany,RU,58.3814,97.4531,34.21,78,100,3.09,overcast clouds
504,Ostersund,SE,63.1792,14.6357,39.61,87,90,5.01,overcast clouds
505,Labuan,MY,5.2767,115.2417,86.36,70,20,3.44,few clouds
506,Kizukuri,JP,40.8061,140.3861,73.81,29,21,12.24,few clouds
507,Bolu,TR,40.6667,31.5833,39.69,71,8,4.5,clear sky
508,Umba,RU,66.6871,34.3429,31.32,91,100,11.43,overcast clouds
509,Port Keats,AU,-14.25,129.55,93.31,41,100,6.13,overcast clouds
510,Darhan,MN,49.4867,105.9228,42.33,26,98,8.86,overcast clouds
511,Oktyabrskoye,RU,43.0645,44.7417,46.54,93,100,6.71,overcast clouds
512,Banjarmasin,ID,-3.3244,114.591,89.74,65,77,0.98,broken clouds
513,Smalininkai,LT,55.0735,22.5793,43.56,85,90,9.42,overcast clouds
514,Caravelas,BR,-17.7125,-39.2481,73.78,77,0,5.14,clear sky
515,Meulaboh,ID,4.1363,96.1285,82.99,69,97,3.96,overcast clouds
516,Sobolevo,RU,54.4299,31.8996,42.93,91,100,15.82,overcast clouds
517,Erenhot,CN,43.6475,111.9767,41.99,31,100,11.97,overcast clouds
518,Roma,US,43.2128,-75.4557,36.73,79,0,4.61,clear sky
519,Murud,IN,18.3258,72.965,89.78,41,94,4.94,overcast clouds
520,Taltal,CL,-25.4,-70.4833,61.61,85,61,0.98,broken clouds
521,Bonthe,SL,7.5264,-12.505,79.36,85,100,5.32,overcast clouds
522,Acarau,BR,-2.8856,-40.12,77.7,88,26,8.46,scattered clouds
523,Porbandar,IN,21.6422,69.6093,82.38,78,20,13.8,haze
524,Conceicao Das Alagoas,BR,-19.9147,-48.3883,76.78,58,2,3.76,clear sky
525,Sur,OM,22.5667,59.5289,83.95,47,49,7.31,scattered clouds
526,Carutapera,BR,-1.195,-46.02,76.48,92,100,4.07,overcast clouds
527,Guilin,CN,25.2819,110.2864,73.51,65,98,4.72,overcast clouds
528,Haibara,JP,34.5333,135.95,65.19,61,100,6.87,light rain
529,Kulhudhuffushi,MV,6.6221,73.07,84.34,75,54,9.08,broken clouds
530,Bolshoye Nagatkino,RU,54.5196,47.9679,39.18,85,100,13.89,overcast clouds
531,Kauhajoki,FI,62.4333,22.1833,30.18,89,8,2.95,clear sky
532,Tocopilla,CL,-22.092,-70.1979,65.48,77,21,4.59,few clouds
533,Tabuk,PH,17.4189,121.4443,86.25,60,1,5.06,clear sky
534,Bijar,IR,35.8668,47.6051,54.34,33,100,4.5,overcast clouds
535,Rio Gallegos,AR,-51.6226,-69.2181,44.65,76,40,10.36,scattered clouds
536,Puertollano,ES,38.6871,-4.1073,41.16,88,0,3.69,clear sky
537,Black River,JM,18.0264,-77.8487,76.15,83,6,6.31,clear sky
538,Nome,US,64.5011,-165.4064,38.16,56,0,5.75,clear sky
539,Bell Ville,AR,-32.6259,-62.6887,55.8,96,0,7.36,clear sky
540,Mbuji-Mayi,CD,-6.15,23.6,70.03,95,100,3.36,light rain
541,Rudnogorsk,RU,57.2639,103.7519,29.44,62,100,2.66,overcast clouds
542,Yerbogachen,RU,61.2767,108.0108,28.54,62,65,7.23,broken clouds
543,Aasiaat,GL,68.7098,-52.8699,11.73,65,100,23.89,overcast clouds
544,Bejar,ES,40.3864,-5.7634,31.77,82,5,7.25,clear sky
545,Maraba,BR,-5.3686,-49.1178,73.22,98,42,1.95,scattered clouds
546,Olinda,BR,-8.0089,-34.8553,78.53,83,40,6.91,scattered clouds
547,Kailua,US,21.4022,-157.7394,78.78,83,100,11.5,light rain
548,Kiunga,PG,-6.1219,141.2906,90.16,58,85,3.89,overcast clouds
549,Sibolga,ID,1.7427,98.7792,85.51,63,96,1.52,overcast clouds
550,Hofn,IS,64.2539,-15.2082,45.32,97,100,8.88,overcast clouds
551,Varhaug,NO,58.6147,5.6457,47.86,67,80,8.32,broken clouds
552,Douglas,US,41.3,-96.167,50.61,91,0,1.01,clear sky
553,Lerwick,GB,60.1545,-1.1494,41.0,88,36,9.8,scattered clouds
554,Alta Floresta,BR,-9.8756,-56.0861,70.92,97,97,2.1,overcast clouds
555,Kawalu,ID,-7.3817,108.2082,80.02,84,86,2.95,light rain
556,Dunedin,NZ,-45.8742,170.5036,57.79,90,100,11.99,light rain
557,Solnechnyy,RU,50.7214,136.6319,41.38,78,100,5.3,overcast clouds
558,Jackson,US,42.4165,-122.8345,51.67,73,100,3.44,overcast clouds
559,Roald,NO,62.5833,6.1333,48.33,100,16,8.05,few clouds
560,Dong Hoi,VN,17.4833,106.6,77.02,83,97,4.27,overcast clouds
561,Deputatskiy,RU,69.3,139.9,22.23,78,85,2.53,overcast clouds
562,Adeje,ES,28.1227,-16.726,62.31,58,40,20.71,scattered clouds
563,Diamantino,BR,-14.4086,-56.4461,73.9,77,82,3.22,broken clouds
564,Sohag,EG,26.557,31.6948,62.2,45,27,11.34,scattered clouds
565,Sitka,US,57.0531,-135.33,48.09,66,20,9.22,few clouds
566,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,41,0,21.85,clear sky
567,Maceio,BR,-9.6658,-35.7353,72.84,88,20,4.61,few clouds
568,Nishihara,JP,26.1842,127.7558,80.65,78,75,18.41,broken clouds
569,Flinders,AU,-34.5833,150.8552,67.05,78,45,12.48,scattered clouds
570,Kushima,JP,31.4583,131.2333,60.94,96,100,5.66,moderate rain
571,Baruun-Urt,MN,46.6806,113.2792,38.77,25,83,13.71,broken clouds
572,Chumikan,RU,54.7183,135.315,31.05,92,99,6.93,overcast clouds
573,Ghanzi,BW,-21.5667,21.7833,54.79,74,0,6.62,clear sky
574,Terney,RU,45.0503,136.6092,59.4,54,12,12.1,few clouds
575,Belmonte,BR,-15.8631,-38.8828,75.76,81,3,8.88,clear sky
576,Calvinia,ZA,-31.4707,19.776,64.0,42,74,8.08,broken clouds
577,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,81,75,10.36,broken clouds
578,Manokwari,ID,-0.8667,134.0833,83.95,73,99,5.95,overcast clouds
579,Birao,CF,10.2849,22.7882,78.17,70,72,1.95,broken clouds
580,Iwanai,JP,42.9744,140.5089,66.13,36,0,8.5,clear sky
581,Rome,US,34.257,-85.1647,64.47,51,0,3.44,clear sky
582,Pitimbu,BR,-7.4706,-34.8086,77.59,82,30,10.56,scattered clouds
583,Lakselv,NO,70.0513,24.9718,30.02,93,100,3.44,overcast clouds
584,Rameshki,RU,57.3439,36.0453,39.0,85,4,12.3,clear sky
585,Okhotsk,RU,59.3833,143.3,28.87,86,100,4.97,overcast clouds
586,Golyshmanovo,RU,56.3979,68.3728,38.84,94,100,7.45,overcast clouds
587,Sabha,LY,27.0377,14.4283,72.09,19,100,19.55,overcast clouds
588,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.63,91,81,8.05,broken clouds
589,Luwuk,ID,-0.9516,122.7875,86.22,69,92,3.02,overcast clouds
590,Colares,PT,38.7992,-9.4469,56.28,72,84,35.99,broken clouds
591,Tautira,PF,-17.7333,-149.15,80.56,74,65,9.24,broken clouds
592,Montego Bay,JM,18.4712,-77.9188,78.6,78,40,5.75,scattered clouds
593,Suleja,NG,9.1758,7.1808,74.39,84,100,4.18,overcast clouds
594,Cajati,BR,-24.7361,-48.1228,64.08,99,54,0.92,broken clouds
595,Dir,PK,35.2058,71.8756,60.33,62,99,6.26,overcast clouds
596,Luby,CZ,50.2525,12.406,42.33,93,100,1.86,overcast clouds
597,Quang Ngai,VN,15.1167,108.8,83.25,70,52,4.27,broken clouds
598,Havre-Saint-Pierre,CA,50.2334,-63.5986,37.76,65,75,25.32,broken clouds
599,Zarasai,LT,55.7333,26.25,42.4,84,83,10.47,broken clouds
600,Banda Aceh,ID,5.5577,95.3222,83.93,71,97,1.66,overcast clouds
601,Turukhansk,RU,65.8167,87.9833,16.34,88,100,6.78,overcast clouds
602,Yamachiche,CA,46.2668,-72.8324,40.98,81,0,4.61,clear sky
603,Dzialdowo,PL,53.2396,20.17,44.58,95,100,10.07,light rain
604,Dutse,NG,11.7594,9.3392,84.99,27,100,5.59,overcast clouds
605,La Romana,DO,18.4273,-68.9728,71.96,100,75,0.0,broken clouds
606,Kousseri,CM,12.0769,15.0306,83.64,29,98,6.51,overcast clouds
607,Chernihiv,UA,51.0,32.0,41.83,87,100,9.26,overcast clouds
608,Maragogi,BR,-9.0122,-35.2225,79.83,67,95,6.44,overcast clouds
609,Madimba,TZ,-10.4,40.3333,74.55,93,100,8.14,overcast clouds
610,Hope,US,33.6671,-93.5916,73.45,92,95,14.45,overcast clouds
611,Imeni Poliny Osipenko,RU,52.4201,136.4853,41.25,71,100,6.51,overcast clouds
612,Karlivka,UA,49.4567,35.1295,36.52,94,19,9.93,few clouds
613,Zunyi,CN,27.6867,106.9072,68.81,68,98,8.68,overcast clouds
614,Wolsztyn,PL,52.1155,16.1171,46.92,100,100,1.81,overcast clouds
615,Akhtubinsk,RU,48.2795,46.1722,48.6,76,63,12.24,broken clouds
616,Yessentuki,RU,44.0444,42.8606,42.89,94,100,7.7,overcast clouds
617,Keningau,MY,5.3378,116.1602,87.91,59,98,2.42,overcast clouds
618,San Vicente,AR,-26.6167,-54.1333,60.15,76,3,1.54,clear sky
619,Coria,ES,39.9879,-6.5377,43.45,67,2,4.54,clear sky
620,Mayumba,GA,-3.432,10.6554,76.68,91,100,4.43,overcast clouds
621,Dubti,ET,11.7361,41.0853,78.28,71,7,9.78,clear sky
622,Chulman,RU,56.8479,124.9104,24.31,69,100,6.87,light snow
623,Bull Savanna,JM,17.8868,-77.5902,73.81,82,19,5.48,few clouds
624,Morgan City,US,29.6994,-91.2068,70.02,94,0,3.44,clear sky
625,Beeskow,DE,52.1667,14.25,45.09,87,100,3.0,overcast clouds
626,Edd,ER,13.9297,41.6925,87.28,47,94,15.26,overcast clouds
627,Kyshtovka,RU,56.555,76.6271,39.49,88,100,4.72,overcast clouds
628,Hobe Sound,US,27.0595,-80.1364,75.18,70,100,11.5,overcast clouds
629,Katherine,AU,-14.4667,132.2667,95.32,28,88,11.5,overcast clouds
630,Danbury,US,41.3948,-73.454,45.27,59,0,0.0,clear sky
631,Richards Bay,ZA,-28.783,32.0377,61.75,88,34,8.81,scattered clouds
632,Kulu,TR,39.0951,33.0799,45.46,56,4,6.46,clear sky
633,Vyritsa,RU,59.4078,30.3481,40.51,98,42,6.55,scattered clouds
634,Port Moresby,PG,-9.4431,147.1797,90.82,58,40,17.27,haze
635,Dukat,RU,62.55,155.55,17.44,82,77,4.81,broken clouds
636,Managok,PH,8.0289,125.1886,87.69,60,100,4.59,overcast clouds
637,Hun,LY,29.1268,15.9477,70.07,19,86,17.9,overcast clouds
638,Saldanha,ZA,-33.0117,17.9442,59.02,95,1,7.38,clear sky
639,Villanueva De Cordoba,ES,38.3228,-4.6287,37.35,84,0,4.43,clear sky
640,Pemba,MZ,-12.974,40.5178,75.9,94,20,8.05,few clouds
641,Krasnoselkup,RU,65.7,82.4667,6.53,89,41,13.18,scattered clouds
642,Kencong,ID,-8.2833,113.3667,85.71,65,76,3.47,broken clouds
643,Jojoima,SL,7.8792,-10.7878,72.3,98,63,1.88,broken clouds
644,Farafangana,MG,-22.8167,47.8333,73.56,89,60,4.54,light rain
645,Santo Estevao,BR,-12.4303,-39.2514,70.47,96,80,4.05,broken clouds
646,Priamurskiy,RU,48.5217,134.9028,70.21,30,100,16.53,overcast clouds
647,Kasama,ZM,-10.2129,31.1808,59.2,99,100,3.71,overcast clouds
648,Pahrump,US,36.2083,-115.9839,73.45,22,8,14.0,clear sky
649,Bowen,AU,-20.0167,148.2333,76.44,91,100,14.74,light rain
650,Margate,GB,51.3813,1.3862,50.31,85,74,3.0,broken clouds
651,Fatehabad,IN,29.5167,75.45,93.45,13,100,11.65,overcast clouds
652,Bang Len,TH,14.0219,100.1718,95.97,53,58,5.44,broken clouds
653,Volchansk,RU,59.9378,60.081,24.84,80,71,11.45,broken clouds
654,Tazovskiy,RU,67.4667,78.7,10.4,92,100,12.28,overcast clouds
655,Anloga,GH,5.7947,0.8973,80.87,79,100,5.75,moderate rain
656,Xique-Xique,BR,-10.8218,-42.7263,76.93,66,19,14.14,few clouds
657,Zhigansk,RU,66.7697,123.3711,24.66,85,100,6.02,overcast clouds
658,Leshukonskoye,RU,64.8989,45.7622,23.49,88,19,2.46,few clouds
659,Markova,UA,48.6758,24.4138,33.51,89,81,4.07,broken clouds
660,Hohhot,CN,40.8106,111.6522,55.69,33,93,15.66,overcast clouds
661,Pospelikha,RU,51.95,81.7667,47.19,81,100,12.95,light rain
662,Pokhara,NP,28.2333,83.9833,75.97,59,27,3.96,scattered clouds
663,Savannah Bight,HN,16.45,-85.85,80.82,74,0,13.56,clear sky
664,Jiazi,CN,22.8779,116.067,73.62,77,90,3.47,overcast clouds
665,Tamandare,BR,-8.7597,-35.1047,78.28,73,53,5.91,broken clouds
666,Bakchar,RU,57.0186,82.0711,39.9,86,100,5.26,overcast clouds
667,Glendive,US,47.1053,-104.7125,35.22,55,0,14.97,clear sky
668,Usogorsk,RU,63.4106,48.6872,25.39,72,23,6.76,few clouds
669,Igarka,RU,67.4667,86.5833,21.85,91,100,13.44,light snow
670,Revelstoke,CA,50.9832,-118.2023,46.42,53,75,3.44,broken clouds
671,Jamame,SO,0.0722,42.7506,78.19,86,100,3.4,light rain
672,Monywa,MM,22.1167,95.1333,89.28,39,24,3.15,few clouds
673,Bam,IR,29.106,58.357,75.18,12,41,1.61,scattered clouds
674,Timmins,CA,48.4669,-81.3331,39.02,38,100,10.36,overcast clouds
675,Santa Rosa,PH,14.3122,121.1114,91.38,64,39,8.37,scattered clouds
676,Meadow Lake,US,34.8014,-106.5436,72.88,10,0,8.08,clear sky
677,Hutchinson,US,38.0608,-97.9298,63.03,72,0,6.91,clear sky
678,Bandarbeyla,SO,9.4942,50.8122,80.37,77,8,2.55,clear sky
679,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,100,100,8.95,light shower snow
680,Constitucion,CL,-35.3333,-72.4167,51.03,71,8,10.51,clear sky
681,Novosergiyevka,RU,52.0934,53.6528,54.91,80,100,9.57,overcast clouds
682,Erzin,TR,36.9559,36.2,54.36,91,41,0.09,scattered clouds
683,Vagay,RU,57.9375,69.0217,34.23,98,100,6.71,snow
684,Bundi,IN,25.4417,75.6417,93.4,19,95,17.02,overcast clouds
685,Gizo,SB,-8.103,156.8419,84.96,71,100,7.85,overcast clouds
686,San Patricio,US,28.017,-97.5169,77.09,87,11,16.2,few clouds
687,Renqiu,CN,38.6989,116.0936,80.65,24,100,16.31,overcast clouds
688,Paamiut,GL,61.994,-49.6678,29.12,84,100,17.81,snow
689,Kloulklubed,PW,7.0419,134.2556,77.5,85,100,9.24,light rain
690,Bandipur,NP,27.9333,84.4167,72.28,59,52,1.01,broken clouds
691,The Valley,AI,18.217,-63.0578,78.1,72,7,18.97,clear sky
692,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,73.76,49,15,4.85,few clouds
693,Oudtshoorn,ZA,-33.5907,22.2014,59.36,36,98,6.42,overcast clouds
694,Sayyan,YE,15.1718,44.3244,57.76,38,2,1.45,clear sky
695,Boende,CD,-0.2167,20.8667,69.85,97,100,0.58,overcast clouds
696,Newport Beach,US,33.6189,-117.9289,61.34,82,20,8.05,few clouds
697,Sabang,ID,5.8933,95.3214,83.08,72,100,5.23,overcast clouds
698,Dharchula,IN,29.85,80.5333,80.33,25,49,4.65,scattered clouds
699,Salym,RU,60.0625,71.4789,22.82,70,21,9.28,few clouds
700,Byumba,RW,-1.5763,30.0675,53.8,91,99,2.21,overcast clouds
701,Chlorakas,CY,34.8042,32.4083,50.88,76,40,9.22,scattered clouds
702,Vulpeni,RO,44.4667,23.9167,36.46,93,2,3.44,mist
703,Homer,US,59.6425,-151.5483,44.49,42,20,3.44,few clouds
704,Varadero,CU,23.1536,-81.2514,72.36,76,25,22.55,scattered clouds
705,Cagliliog,PH,13.9016,123.2913,87.28,65,14,4.52,few clouds
706,Ust-Ilimsk,RU,58.0006,102.6619,30.58,59,100,2.48,overcast clouds
707,Oviedo,ES,43.3603,-5.8448,46.27,96,98,1.01,overcast clouds
708,Kununurra,AU,-15.7667,128.7333,93.18,26,61,12.66,broken clouds
709,Gamba,GA,-2.65,10.0,75.63,93,100,2.3,overcast clouds
710,Ivaipora,BR,-24.2478,-51.6847,59.86,84,0,3.2,clear sky
711,Bamako,ML,12.65,-8.0,81.43,12,58,3.96,broken clouds
712,Coihaique,CL,-45.5752,-72.0662,46.35,87,100,4.61,light rain
713,Suwannaphum,TH,15.6035,103.8021,91.85,48,65,6.93,broken clouds
714,Bukachacha,RU,52.9833,116.9167,40.42,14,15,6.44,few clouds
715,Beloha,MG,-25.1667,45.05,72.16,85,92,15.14,overcast clouds
716,Sfantu Gheorghe,RO,45.8667,25.7833,38.82,96,98,3.4,overcast clouds
